season,week,celebrity_name,wiki_title,wiki_edits_week,wiki_editors_week,wiki_bytes_net_week,window_start,window_end,status
18,2,Charlie White,Charlie White (figure skater),2,1,0,2014-03-24,2014-03-30,OK
18,3,Charlie White,Charlie White (figure skater),4,3,2,2014-03-31,2014-04-06,OK
18,4,Charlie White,Charlie White (figure skater),3,2,111,2014-04-07,2014-04-13,OK
18,5,Charlie White,Charlie White (figure skater),6,4,352,2014-04-14,2014-04-20,OK
18,6,Charlie White,Charlie White (figure skater),5,3,0,2014-04-21,2014-04-27,OK
18,7,Charlie White,Charlie White (figure skater),2,1,4,2014-04-28,2014-05-04,OK
18,8,Charlie White,Charlie White (figure skater),2,1,-2,2014-05-05,2014-05-11,OK
18,9,Charlie White,Charlie White (figure skater),4,3,163,2014-05-12,2014-05-18,OK
18,10,Charlie White,Charlie White (figure skater),5,5,66,2014-05-19,2014-05-25,OK
18,1,Cody Simpson,Cody Simpson,14,10,76,2014-03-17,2014-03-23,OK
18,2,Cody Simpson,Cody Simpson,12,8,-315,2014-03-24,2014-03-30,OK
18,3,Cody Simpson,Cody Simpson,0,0,0,2014-03-31,2014-04-06,OK
18,4,Cody Simpson,Cody Simpson,14,10,50,2014-04-07,2014-04-13,OK
18,5,Cody Simpson,Cody Simpson,14,10,3886,2014-04-14,2014-04-20,OK
18,6,Cody Simpson,Cody Simpson,7,7,-117,2014-04-21,2014-04-27,OK
18,7,Cody Simpson,Cody Simpson,7,6,-59,2014-04-28,2014-05-04,OK
18,8,Cody Simpson,Cody Simpson,10,8,-436,2014-05-05,2014-05-11,OK
18,9,Cody Simpson,Cody Simpson,16,9,-29,2014-05-12,2014-05-18,OK
18,10,Cody Simpson,Cody Simpson,12,10,16,2014-05-19,2014-05-25,OK
18,1,Danica McKellar,Danica McKellar,2,1,164,2014-03-17,2014-03-23,OK
18,2,Danica McKellar,Danica McKellar,0,0,0,2014-03-24,2014-03-30,OK
18,3,Danica McKellar,Danica McKellar,5,5,109,2014-03-31,2014-04-06,OK
18,4,Danica McKellar,Danica McKellar,0,0,0,2014-04-07,2014-04-13,OK
18,5,Danica McKellar,Danica McKellar,1,1,0,2014-04-14,2014-04-20,OK
18,6,Danica McKellar,Danica McKellar,0,0,0,2014-04-21,2014-04-27,OK
18,7,Danica McKellar,Danica McKellar,2,2,0,2014-04-28,2014-05-04,OK
18,8,Danica McKellar,Danica McKellar,3,3,-1,2014-05-05,2014-05-11,OK
18,9,Danica McKellar,Danica McKellar,1,1,0,2014-05-12,2014-05-18,OK
18,10,Danica McKellar,Danica McKellar,2,2,0,2014-05-19,2014-05-25,OK
18,1,Diana Nyad,Diana Nyad,2,2,112,2014-03-17,2014-03-23,OK
18,2,Diana Nyad,Diana Nyad,10,7,-19,2014-03-24,2014-03-30,OK
18,3,Diana Nyad,Diana Nyad,6,2,587,2014-03-31,2014-04-06,OK
18,4,Diana Nyad,Diana Nyad,1,1,0,2014-04-07,2014-04-13,OK
18,5,Diana Nyad,Diana Nyad,2,2,-261,2014-04-14,2014-04-20,OK
18,6,Diana Nyad,Diana Nyad,0,0,0,2014-04-21,2014-04-27,OK
18,7,Diana Nyad,Diana Nyad,0,0,0,2014-04-28,2014-05-04,OK
18,8,Diana Nyad,Diana Nyad,0,0,0,2014-05-05,2014-05-11,OK
18,9,Diana Nyad,Diana Nyad,0,0,0,2014-05-12,2014-05-18,OK
18,10,Diana Nyad,Diana Nyad,1,1,0,2014-05-19,2014-05-25,OK
18,1,Drew Carey,Drew Carey,0,0,0,2014-03-17,2014-03-23,OK
18,2,Drew Carey,Drew Carey,1,1,0,2014-03-24,2014-03-30,OK
18,3,Drew Carey,Drew Carey,3,3,-3,2014-03-31,2014-04-06,OK
18,4,Drew Carey,Drew Carey,0,0,0,2014-04-07,2014-04-13,OK
18,5,Drew Carey,Drew Carey,5,4,17,2014-04-14,2014-04-20,OK
18,6,Drew Carey,Drew Carey,6,5,-1,2014-04-21,2014-04-27,OK
18,7,Drew Carey,Drew Carey,0,0,0,2014-04-28,2014-05-04,OK
18,8,Drew Carey,Drew Carey,5,4,-32,2014-05-05,2014-05-11,OK
18,9,Drew Carey,Drew Carey,3,3,0,2014-05-12,2014-05-18,OK
18,10,Drew Carey,Drew Carey,2,2,0,2014-05-19,2014-05-25,OK
18,1,James Maslow,James Maslow,4,3,-528,2014-03-17,2014-03-23,OK
18,2,James Maslow,James Maslow,4,3,-44,2014-03-24,2014-03-30,OK
18,3,James Maslow,James Maslow,8,5,502,2014-03-31,2014-04-06,OK
18,4,James Maslow,James Maslow,12,5,175,2014-04-07,2014-04-13,OK
18,5,James Maslow,James Maslow,9,9,18,2014-04-14,2014-04-20,OK
18,6,James Maslow,James Maslow,29,12,364,2014-04-21,2014-04-27,OK
18,7,James Maslow,James Maslow,14,10,97,2014-04-28,2014-05-04,OK
18,8,James Maslow,James Maslow,8,3,356,2014-05-05,2014-05-11,OK
18,9,James Maslow,James Maslow,8,3,-99,2014-05-12,2014-05-18,OK
18,10,James Maslow,James Maslow,26,16,-246,2014-05-19,2014-05-25,OK
18,1,Meryl Davis,Meryl Davis,7,4,572,2014-03-17,2014-03-23,OK
18,2,Meryl Davis,Meryl Davis,2,1,0,2014-03-24,2014-03-30,OK
18,3,Meryl Davis,Meryl Davis,5,3,376,2014-03-31,2014-04-06,OK
18,4,Meryl Davis,Meryl Davis,3,2,-1,2014-04-07,2014-04-13,OK
18,5,Meryl Davis,Meryl Davis,4,3,367,2014-04-14,2014-04-20,OK
18,6,Meryl Davis,Meryl Davis,3,3,332,2014-04-21,2014-04-27,OK
18,7,Meryl Davis,Meryl Davis,4,2,58,2014-04-28,2014-05-04,OK
18,8,Meryl Davis,Meryl Davis,5,4,41,2014-05-05,2014-05-11,OK
18,9,Meryl Davis,Meryl Davis,5,4,93,2014-05-12,2014-05-18,OK
18,10,Meryl Davis,Meryl Davis,29,17,-1074,2014-05-19,2014-05-25,OK
18,1,NeNe Leakes,NeNe Leakes,0,0,0,2014-03-17,2014-03-23,OK
18,2,NeNe Leakes,NeNe Leakes,4,1,482,2014-03-24,2014-03-30,OK
18,3,NeNe Leakes,NeNe Leakes,2,1,2,2014-03-31,2014-04-06,OK
18,4,NeNe Leakes,NeNe Leakes,0,0,0,2014-04-07,2014-04-13,OK
18,5,NeNe Leakes,NeNe Leakes,6,3,857,2014-04-14,2014-04-20,OK
18,6,NeNe Leakes,NeNe Leakes,21,7,-52,2014-04-21,2014-04-27,OK
18,7,NeNe Leakes,NeNe Leakes,15,12,12,2014-04-28,2014-05-04,OK
18,8,NeNe Leakes,NeNe Leakes,15,8,38,2014-05-05,2014-05-11,OK
18,9,NeNe Leakes,NeNe Leakes,2,2,-1,2014-05-12,2014-05-18,OK
18,10,NeNe Leakes,NeNe Leakes,2,2,0,2014-05-19,2014-05-25,OK
18,1,Sean Avery,Sean Avery,0,0,0,2014-03-17,2014-03-23,OK
18,2,Sean Avery,Sean Avery,5,3,5,2014-03-24,2014-03-30,OK
18,3,Sean Avery,Sean Avery,0,0,0,2014-03-31,2014-04-06,OK
18,4,Sean Avery,Sean Avery,0,0,0,2014-04-07,2014-04-13,OK
18,5,Sean Avery,Sean Avery,2,2,20,2014-04-14,2014-04-20,OK
18,6,Sean Avery,Sean Avery,0,0,0,2014-04-21,2014-04-27,OK
18,7,Sean Avery,Sean Avery,1,1,0,2014-04-28,2014-05-04,OK
18,8,Sean Avery,Sean Avery,0,0,0,2014-05-05,2014-05-11,OK
18,9,Sean Avery,Sean Avery,4,4,-29,2014-05-12,2014-05-18,OK
18,10,Sean Avery,Sean Avery,3,2,-2,2014-05-19,2014-05-25,OK
19,1,Alfonso Ribeiro,Alfonso Ribeiro,6,5,34,2014-09-15,2014-09-21,OK
19,2,Alfonso Ribeiro,Alfonso Ribeiro,0,0,0,2014-09-22,2014-09-28,OK
19,3,Alfonso Ribeiro,Alfonso Ribeiro,2,2,0,2014-09-29,2014-10-05,OK
19,4,Alfonso Ribeiro,Alfonso Ribeiro,14,11,-1723,2014-10-06,2014-10-12,OK
19,5,Alfonso Ribeiro,Alfonso Ribeiro,2,2,0,2014-10-13,2014-10-19,OK
19,6,Alfonso Ribeiro,Alfonso Ribeiro,4,2,-134,2014-10-20,2014-10-26,OK
19,7,Alfonso Ribeiro,Alfonso Ribeiro,13,6,338,2014-10-27,2014-11-02,OK
19,8,Alfonso Ribeiro,Alfonso Ribeiro,4,2,1,2014-11-03,2014-11-09,OK
19,9,Alfonso Ribeiro,Alfonso Ribeiro,2,1,0,2014-11-10,2014-11-16,OK
19,10,Alfonso Ribeiro,Alfonso Ribeiro,3,2,0,2014-11-17,2014-11-23,OK
19,11,Alfonso Ribeiro,Alfonso Ribeiro,32,17,-92,2014-11-24,2014-11-30,OK
19,1,Antonio Sabato Jr.,Antonio Sabàto Jr.,0,0,0,2014-09-15,2014-09-21,OK
19,2,Antonio Sabato Jr.,Antonio Sabàto Jr.,0,0,0,2014-09-22,2014-09-28,OK
19,3,Antonio Sabato Jr.,Antonio Sabàto Jr.,0,0,0,2014-09-29,2014-10-05,OK
19,4,Antonio Sabato Jr.,Antonio Sabàto Jr.,1,1,0,2014-10-06,2014-10-12,OK
19,5,Antonio Sabato Jr.,Antonio Sabàto Jr.,0,0,0,2014-10-13,2014-10-19,OK
19,6,Antonio Sabato Jr.,Antonio Sabàto Jr.,1,1,0,2014-10-20,2014-10-26,OK
19,7,Antonio Sabato Jr.,Antonio Sabàto Jr.,7,3,-9,2014-10-27,2014-11-02,OK
19,8,Antonio Sabato Jr.,Antonio Sabàto Jr.,1,1,0,2014-11-03,2014-11-09,OK
19,9,Antonio Sabato Jr.,Antonio Sabàto Jr.,1,1,0,2014-11-10,2014-11-16,OK
19,10,Antonio Sabato Jr.,Antonio Sabàto Jr.,1,1,0,2014-11-17,2014-11-23,OK
19,11,Antonio Sabato Jr.,Antonio Sabàto Jr.,4,4,-30,2014-11-24,2014-11-30,OK
19,1,Bethany Mota,Bethany Mota,17,7,-217,2014-09-15,2014-09-21,OK
19,2,Bethany Mota,Bethany Mota,23,9,114,2014-09-22,2014-09-28,OK
19,3,Bethany Mota,Bethany Mota,7,4,110,2014-09-29,2014-10-05,OK
19,4,Bethany Mota,Bethany Mota,4,1,-11,2014-10-06,2014-10-12,OK
19,5,Bethany Mota,Bethany Mota,3,2,1,2014-10-13,2014-10-19,OK
19,6,Bethany Mota,Bethany Mota,7,5,1017,2014-10-20,2014-10-26,OK
19,7,Bethany Mota,Bethany Mota,15,13,-267,2014-10-27,2014-11-02,OK
19,8,Bethany Mota,Bethany Mota,43,25,65,2014-11-03,2014-11-09,OK
19,9,Bethany Mota,Bethany Mota,1,1,0,2014-11-10,2014-11-16,OK
19,10,Bethany Mota,Bethany Mota,3,1,2,2014-11-17,2014-11-23,OK
19,11,Bethany Mota,Bethany Mota,13,3,160,2014-11-24,2014-11-30,OK
19,1,Betsey Johnson,Betsey Johnson,0,0,0,2014-09-15,2014-09-21,OK
19,2,Betsey Johnson,Betsey Johnson,0,0,0,2014-09-22,2014-09-28,OK
19,3,Betsey Johnson,Betsey Johnson,0,0,0,2014-09-29,2014-10-05,OK
19,4,Betsey Johnson,Betsey Johnson,4,3,144,2014-10-06,2014-10-12,OK
19,5,Betsey Johnson,Betsey Johnson,0,0,0,2014-10-13,2014-10-19,OK
19,6,Betsey Johnson,Betsey Johnson,2,2,0,2014-10-20,2014-10-26,OK
19,7,Betsey Johnson,Betsey Johnson,0,0,0,2014-10-27,2014-11-02,OK
19,8,Betsey Johnson,Betsey Johnson,2,2,-19,2014-11-03,2014-11-09,OK
19,9,Betsey Johnson,Betsey Johnson,0,0,0,2014-11-10,2014-11-16,OK
19,10,Betsey Johnson,Betsey Johnson,1,1,0,2014-11-17,2014-11-23,OK
19,11,Betsey Johnson,Betsey Johnson,1,1,0,2014-11-24,2014-11-30,OK
19,1,Janel Parrish,Janel Parrish,8,3,790,2014-09-15,2014-09-21,OK
19,2,Janel Parrish,Janel Parrish,0,0,0,2014-09-22,2014-09-28,OK
19,3,Janel Parrish,Janel Parrish,0,0,0,2014-09-29,2014-10-05,OK
19,4,Janel Parrish,Janel Parrish,1,1,0,2014-10-06,2014-10-12,OK
19,5,Janel Parrish,Janel Parrish,8,5,3869,2014-10-13,2014-10-19,OK
19,6,Janel Parrish,Janel Parrish,6,4,-560,2014-10-20,2014-10-26,OK
19,7,Janel Parrish,Janel Parrish,10,6,-32,2014-10-27,2014-11-02,OK
19,8,Janel Parrish,Janel Parrish,12,8,95,2014-11-03,2014-11-09,OK
19,9,Janel Parrish,Janel Parrish,4,3,15,2014-11-10,2014-11-16,OK
19,10,Janel Parrish,Janel Parrish,8,5,52,2014-11-17,2014-11-23,OK
19,11,Janel Parrish,Janel Parrish,24,10,-40,2014-11-24,2014-11-30,OK
19,1,Jonathan Bennett,Jonathan Bennett (actor),7,5,-1045,2014-09-15,2014-09-21,OK
19,2,Jonathan Bennett,Jonathan Bennett (actor),9,8,-583,2014-09-22,2014-09-28,OK
19,3,Jonathan Bennett,Jonathan Bennett (actor),2,2,-2,2014-09-29,2014-10-05,OK
19,4,Jonathan Bennett,Jonathan Bennett (actor),0,0,0,2014-10-06,2014-10-12,OK
19,5,Jonathan Bennett,Jonathan Bennett (actor),10,4,-3871,2014-10-13,2014-10-19,OK
19,6,Jonathan Bennett,Jonathan Bennett (actor),6,4,-76,2014-10-20,2014-10-26,OK
19,7,Jonathan Bennett,Jonathan Bennett (actor),0,0,0,2014-10-27,2014-11-02,OK
19,8,Jonathan Bennett,Jonathan Bennett (actor),0,0,0,2014-11-03,2014-11-09,OK
19,9,Jonathan Bennett,Jonathan Bennett (actor),0,0,0,2014-11-10,2014-11-16,OK
19,10,Jonathan Bennett,Jonathan Bennett (actor),3,1,-84,2014-11-17,2014-11-23,OK
19,11,Jonathan Bennett,Jonathan Bennett (actor),5,3,-1071,2014-11-24,2014-11-30,OK
19,1,Lea Thompson,Lea Thompson,0,0,0,2014-09-15,2014-09-21,OK
19,2,Lea Thompson,Lea Thompson,1,1,0,2014-09-22,2014-09-28,OK
19,3,Lea Thompson,Lea Thompson,2,2,-10,2014-09-29,2014-10-05,OK
19,4,Lea Thompson,Lea Thompson,3,1,-16,2014-10-06,2014-10-12,OK
19,5,Lea Thompson,Lea Thompson,0,0,0,2014-10-13,2014-10-19,OK
19,6,Lea Thompson,Lea Thompson,15,3,-65,2014-10-20,2014-10-26,OK
19,7,Lea Thompson,Lea Thompson,0,0,0,2014-10-27,2014-11-02,OK
19,8,Lea Thompson,Lea Thompson,8,2,-64,2014-11-03,2014-11-09,OK
19,9,Lea Thompson,Lea Thompson,3,3,7,2014-11-10,2014-11-16,OK
19,10,Lea Thompson,Lea Thompson,0,0,0,2014-11-17,2014-11-23,OK
19,11,Lea Thompson,Lea Thompson,0,0,0,2014-11-24,2014-11-30,OK
19,1,Lolo Jones,Lolo Jones,6,4,22,2014-09-15,2014-09-21,OK
19,2,Lolo Jones,Lolo Jones,1,1,0,2014-09-22,2014-09-28,OK
19,3,Lolo Jones,Lolo Jones,0,0,0,2014-09-29,2014-10-05,OK
19,4,Lolo Jones,Lolo Jones,0,0,0,2014-10-06,2014-10-12,OK
19,5,Lolo Jones,Lolo Jones,0,0,0,2014-10-13,2014-10-19,OK
19,6,Lolo Jones,Lolo Jones,1,1,0,2014-10-20,2014-10-26,OK
19,7,Lolo Jones,Lolo Jones,1,1,0,2014-10-27,2014-11-02,OK
19,8,Lolo Jones,Lolo Jones,0,0,0,2014-11-03,2014-11-09,OK
19,9,Lolo Jones,Lolo Jones,1,1,0,2014-11-10,2014-11-16,OK
19,10,Lolo Jones,Lolo Jones,2,2,0,2014-11-17,2014-11-23,OK
19,11,Lolo Jones,Lolo Jones,0,0,0,2014-11-24,2014-11-30,OK
19,1,Michael Waltrip,Michael Waltrip,2,2,0,2014-09-15,2014-09-21,OK
19,2,Michael Waltrip,Michael Waltrip,4,4,0,2014-09-22,2014-09-28,OK
19,3,Michael Waltrip,Michael Waltrip,0,0,0,2014-09-29,2014-10-05,OK
19,4,Michael Waltrip,Michael Waltrip,4,3,208,2014-10-06,2014-10-12,OK
19,5,Michael Waltrip,Michael Waltrip,2,2,0,2014-10-13,2014-10-19,OK
19,6,Michael Waltrip,Michael Waltrip,41,9,-9735,2014-10-20,2014-10-26,OK
19,7,Michael Waltrip,Michael Waltrip,25,7,-14482,2014-10-27,2014-11-02,OK
19,8,Michael Waltrip,Michael Waltrip,5,5,45,2014-11-03,2014-11-09,OK
19,9,Michael Waltrip,Michael Waltrip,0,0,0,2014-11-10,2014-11-16,OK
19,10,Michael Waltrip,Michael Waltrip,15,6,-124,2014-11-17,2014-11-23,OK
19,11,Michael Waltrip,Michael Waltrip,1,1,0,2014-11-24,2014-11-30,OK
19,1,Randy Couture,Randy Couture,0,0,0,2014-09-15,2014-09-21,OK
19,2,Randy Couture,Randy Couture,0,0,0,2014-09-22,2014-09-28,OK
19,3,Randy Couture,Randy Couture,2,1,0,2014-09-29,2014-10-05,OK
19,4,Randy Couture,Randy Couture,2,2,2,2014-10-06,2014-10-12,OK
19,5,Randy Couture,Randy Couture,1,1,0,2014-10-13,2014-10-19,OK
19,6,Randy Couture,Randy Couture,4,4,0,2014-10-20,2014-10-26,OK
19,7,Randy Couture,Randy Couture,0,0,0,2014-10-27,2014-11-02,OK
19,8,Randy Couture,Randy Couture,4,3,92,2014-11-03,2014-11-09,OK
19,9,Randy Couture,Randy Couture,0,0,0,2014-11-10,2014-11-16,OK
19,10,Randy Couture,Randy Couture,0,0,0,2014-11-17,2014-11-23,OK
19,11,Randy Couture,Randy Couture,1,1,0,2014-11-24,2014-11-30,OK
19,1,Sadie Robertson,Sadie Robertson,7,6,94,2014-09-15,2014-09-21,OK
19,2,Sadie Robertson,Sadie Robertson,5,5,0,2014-09-22,2014-09-28,OK
19,3,Sadie Robertson,Sadie Robertson,5,2,1,2014-09-29,2014-10-05,OK
19,4,Sadie Robertson,Sadie Robertson,9,5,-163,2014-10-06,2014-10-12,OK
19,5,Sadie Robertson,Sadie Robertson,13,8,-17,2014-10-13,2014-10-19,OK
19,6,Sadie Robertson,Sadie Robertson,4,4,-245,2014-10-20,2014-10-26,OK
19,7,Sadie Robertson,Sadie Robertson,4,4,0,2014-10-27,2014-11-02,OK
19,8,Sadie Robertson,Sadie Robertson,6,2,0,2014-11-03,2014-11-09,OK
19,9,Sadie Robertson,Sadie Robertson,4,4,0,2014-11-10,2014-11-16,OK
19,10,Sadie Robertson,Sadie Robertson,4,4,19,2014-11-17,2014-11-23,OK
19,11,Sadie Robertson,Sadie Robertson,23,15,8666,2014-11-24,2014-11-30,OK
19,1,Tavis Smiley,Tavis Smiley,15,3,35,2014-09-15,2014-09-21,OK
19,2,Tavis Smiley,Tavis Smiley,1,1,0,2014-09-22,2014-09-28,OK
19,3,Tavis Smiley,Tavis Smiley,3,1,-38,2014-09-29,2014-10-05,OK
19,4,Tavis Smiley,Tavis Smiley,0,0,0,2014-10-06,2014-10-12,OK
19,5,Tavis Smiley,Tavis Smiley,1,1,0,2014-10-13,2014-10-19,OK
19,6,Tavis Smiley,Tavis Smiley,1,1,0,2014-10-20,2014-10-26,OK
19,7,Tavis Smiley,Tavis Smiley,0,0,0,2014-10-27,2014-11-02,OK
19,8,Tavis Smiley,Tavis Smiley,0,0,0,2014-11-03,2014-11-09,OK
19,9,Tavis Smiley,Tavis Smiley,3,3,-19,2014-11-10,2014-11-16,OK
19,10,Tavis Smiley,Tavis Smiley,1,1,0,2014-11-17,2014-11-23,OK
19,11,Tavis Smiley,Tavis Smiley,0,0,0,2014-11-24,2014-11-30,OK
19,1,Tommy Chong,Tommy Chong,1,1,0,2014-09-15,2014-09-21,OK
19,2,Tommy Chong,Tommy Chong,7,5,62,2014-09-22,2014-09-28,OK
19,3,Tommy Chong,Tommy Chong,0,0,0,2014-09-29,2014-10-05,OK
19,4,Tommy Chong,Tommy Chong,2,2,0,2014-10-06,2014-10-12,OK
19,5,Tommy Chong,Tommy Chong,0,0,0,2014-10-13,2014-10-19,OK
19,6,Tommy Chong,Tommy Chong,1,1,0,2014-10-20,2014-10-26,OK
19,7,Tommy Chong,Tommy Chong,0,0,0,2014-10-27,2014-11-02,OK
19,8,Tommy Chong,Tommy Chong,2,2,0,2014-11-03,2014-11-09,OK
19,9,Tommy Chong,Tommy Chong,0,0,0,2014-11-10,2014-11-16,OK
19,10,Tommy Chong,Tommy Chong,4,3,-21,2014-11-17,2014-11-23,OK
19,11,Tommy Chong,Tommy Chong,3,2,-70,2014-11-24,2014-11-30,OK
20,1,Charlotte McKinney,Charlotte McKinney,11,6,-7,2015-03-16,2015-03-22,OK
20,2,Charlotte McKinney,Charlotte McKinney,5,4,377,2015-03-23,2015-03-29,OK
20,3,Charlotte McKinney,Charlotte McKinney,8,7,142,2015-03-30,2015-04-05,OK
20,4,Charlotte McKinney,Charlotte McKinney,4,3,-34,2015-04-06,2015-04-12,OK
20,5,Charlotte McKinney,Charlotte McKinney,4,3,8,2015-04-13,2015-04-19,OK
20,6,Charlotte McKinney,Charlotte McKinney,28,8,80,2015-04-20,2015-04-26,OK
20,7,Charlotte McKinney,Charlotte McKinney,34,9,146,2015-04-27,2015-05-03,OK
20,8,Charlotte McKinney,Charlotte McKinney,0,0,0,2015-05-04,2015-05-10,OK
20,9,Charlotte McKinney,Charlotte McKinney,2,2,-42,2015-05-11,2015-05-17,OK
20,10,Charlotte McKinney,Charlotte McKinney,7,4,92,2015-05-18,2015-05-24,OK
20,1,Chris Soules,Chris Soules,0,0,0,2015-03-16,2015-03-22,OK
20,2,Chris Soules,Chris Soules,0,0,0,2015-03-23,2015-03-29,OK
20,3,Chris Soules,Chris Soules,1,1,0,2015-03-30,2015-04-05,OK
20,4,Chris Soules,Chris Soules,17,3,-18,2015-04-06,2015-04-12,OK
20,5,Chris Soules,Chris Soules,3,3,0,2015-04-13,2015-04-19,OK
20,6,Chris Soules,Chris Soules,7,4,12,2015-04-20,2015-04-26,OK
20,7,Chris Soules,Chris Soules,2,2,0,2015-04-27,2015-05-03,OK
20,8,Chris Soules,Chris Soules,2,2,221,2015-05-04,2015-05-10,OK
20,9,Chris Soules,Chris Soules,2,1,3,2015-05-11,2015-05-17,OK
20,10,Chris Soules,Chris Soules,0,0,0,2015-05-18,2015-05-24,OK
20,1,Michael Sam,Michael Sam,0,0,0,2015-03-16,2015-03-22,OK
20,2,Michael Sam,Michael Sam,5,3,16,2015-03-23,2015-03-29,OK
20,3,Michael Sam,Michael Sam,0,0,0,2015-03-30,2015-04-05,OK
20,4,Michael Sam,Michael Sam,2,2,152,2015-04-06,2015-04-12,OK
20,5,Michael Sam,Michael Sam,0,0,0,2015-04-13,2015-04-19,OK
20,6,Michael Sam,Michael Sam,0,0,0,2015-04-20,2015-04-26,OK
20,7,Michael Sam,Michael Sam,0,0,0,2015-04-27,2015-05-03,OK
20,8,Michael Sam,Michael Sam,1,1,0,2015-05-04,2015-05-10,OK
20,9,Michael Sam,Michael Sam,1,1,0,2015-05-11,2015-05-17,OK
20,10,Michael Sam,Michael Sam,26,8,126,2015-05-18,2015-05-24,OK
20,1,Nastia Liukin,Nastia Liukin,5,4,23,2015-03-16,2015-03-22,OK
20,2,Nastia Liukin,Nastia Liukin,8,4,-897,2015-03-23,2015-03-29,OK
20,3,Nastia Liukin,Nastia Liukin,1,1,0,2015-03-30,2015-04-05,OK
20,4,Nastia Liukin,Nastia Liukin,0,0,0,2015-04-06,2015-04-12,OK
20,5,Nastia Liukin,Nastia Liukin,2,2,0,2015-04-13,2015-04-19,OK
20,6,Nastia Liukin,Nastia Liukin,0,0,0,2015-04-20,2015-04-26,OK
20,7,Nastia Liukin,Nastia Liukin,8,2,-127,2015-04-27,2015-05-03,OK
20,8,Nastia Liukin,Nastia Liukin,3,2,4,2015-05-04,2015-05-10,OK
20,9,Nastia Liukin,Nastia Liukin,3,3,0,2015-05-11,2015-05-17,OK
20,10,Nastia Liukin,Nastia Liukin,3,3,14,2015-05-18,2015-05-24,OK
20,1,Noah Galloway,Noah Galloway,15,7,-2288,2015-03-16,2015-03-22,OK
20,2,Noah Galloway,Noah Galloway,40,10,-1133,2015-03-23,2015-03-29,OK
20,3,Noah Galloway,Noah Galloway,12,5,-69,2015-03-30,2015-04-05,OK
20,4,Noah Galloway,Noah Galloway,8,3,-22,2015-04-06,2015-04-12,OK
20,5,Noah Galloway,Noah Galloway,8,6,145,2015-04-13,2015-04-19,OK
20,6,Noah Galloway,Noah Galloway,23,6,164,2015-04-20,2015-04-26,OK
20,7,Noah Galloway,Noah Galloway,9,3,-119,2015-04-27,2015-05-03,OK
20,8,Noah Galloway,Noah Galloway,7,1,82,2015-05-04,2015-05-10,OK
20,9,Noah Galloway,Noah Galloway,13,6,-277,2015-05-11,2015-05-17,OK
20,10,Noah Galloway,Noah Galloway,11,8,1495,2015-05-18,2015-05-24,OK
20,1,Patti LaBelle,Patti LaBelle,7,5,-2,2015-03-16,2015-03-22,OK
20,2,Patti LaBelle,Patti LaBelle,1,1,0,2015-03-23,2015-03-29,OK
20,3,Patti LaBelle,Patti LaBelle,2,2,0,2015-03-30,2015-04-05,OK
20,4,Patti LaBelle,Patti LaBelle,9,2,35,2015-04-06,2015-04-12,OK
20,5,Patti LaBelle,Patti LaBelle,2,2,0,2015-04-13,2015-04-19,OK
20,6,Patti LaBelle,Patti LaBelle,7,5,433,2015-04-20,2015-04-26,OK
20,7,Patti LaBelle,Patti LaBelle,0,0,0,2015-04-27,2015-05-03,OK
20,8,Patti LaBelle,Patti LaBelle,1,1,0,2015-05-04,2015-05-10,OK
20,9,Patti LaBelle,Patti LaBelle,5,2,117,2015-05-11,2015-05-17,OK
20,10,Patti LaBelle,Patti LaBelle,2,2,0,2015-05-18,2015-05-24,OK
20,1,Redfoo,Redfoo,29,21,-53,2015-03-16,2015-03-22,OK
20,2,Redfoo,Redfoo,12,10,1112,2015-03-23,2015-03-29,OK
20,3,Redfoo,Redfoo,3,3,72,2015-03-30,2015-04-05,OK
20,4,Redfoo,Redfoo,11,11,-226,2015-04-06,2015-04-12,OK
20,5,Redfoo,Redfoo,5,3,-288,2015-04-13,2015-04-19,OK
20,6,Redfoo,Redfoo,3,3,-2,2015-04-20,2015-04-26,OK
20,7,Redfoo,Redfoo,9,8,-263,2015-04-27,2015-05-03,OK
20,8,Redfoo,Redfoo,7,4,232,2015-05-04,2015-05-10,OK
20,9,Redfoo,Redfoo,2,2,0,2015-05-11,2015-05-17,OK
20,10,Redfoo,Redfoo,5,3,-2,2015-05-18,2015-05-24,OK
20,1,Riker Lynch,Riker Lynch,6,5,-49,2015-03-16,2015-03-22,OK
20,2,Riker Lynch,Riker Lynch,7,5,-38,2015-03-23,2015-03-29,OK
20,3,Riker Lynch,Riker Lynch,9,8,-22,2015-03-30,2015-04-05,OK
20,4,Riker Lynch,Riker Lynch,3,3,88,2015-04-06,2015-04-12,OK
20,5,Riker Lynch,Riker Lynch,2,2,0,2015-04-13,2015-04-19,OK
20,6,Riker Lynch,Riker Lynch,5,2,1114,2015-04-20,2015-04-26,OK
20,7,Riker Lynch,Riker Lynch,1,1,0,2015-04-27,2015-05-03,OK
20,8,Riker Lynch,Riker Lynch,8,8,-89,2015-05-04,2015-05-10,OK
20,9,Riker Lynch,Riker Lynch,19,10,-5,2015-05-11,2015-05-17,OK
20,10,Riker Lynch,Riker Lynch,11,11,-1663,2015-05-18,2015-05-24,OK
20,1,Robert Herjavec,Robert Herjavec,7,6,2899,2015-03-16,2015-03-22,OK
20,2,Robert Herjavec,Robert Herjavec,5,5,120,2015-03-23,2015-03-29,OK
